text,intent,emotion,text_length
at night i sleep too late lately,sleep,tired,32
sometimes i feel forgotten,loneliness,sad,26
at home are you there but i do not know what to do,greeting,happy,50
recently i had a good day these days,positive,content,36
in class thanks for being here please help me,gratitude,content,45
sometimes i miss having someone close and i need help,loneliness,sad,53
in class i cannot stop overthinking right now,anxiety,worried,45
honestly i am angry because it keeps happening,anger,upset,46
in class everything feels like too much because it keeps happening,stress,stressed,66
sometimes i had a fight with someone close and i need help,relationship,confused,58
sometimes i procrastinated and exams are near but i do not know what to do,academic_pressure,worried,74
at home i am angry upon you and i want to feel better,anger,angry,53
sometimes i feel anxious today,anxiety,nervous,30
honestly my mind is overloaded and i want to feel better,stress,stressed,56
sometimes i cannot relax at bedtime right now,sleep,tired,45
at home i am afraid of failing please help me,academic_pressure,stressed,45
at night thanks that helped me and i want to feel better,gratitude,content,56
sometimes i feel rejected and i need help,relationship,confused,41
in class i feel left out and i feel stuck,loneliness,down,41
sometimes how can i start again and i feel stuck,motivation,hopeful,48
in class i had a fight with someone close and it is affecting me,relationship,confused,64
how can i pass my exams and i want to feel better,academic_pressure,anxious,49
at home i do not feel confident because it keeps happening,self_esteem,confused,58
i cannot focus on studying today,academic_pressure,overwhelmed,32
recently i feel useless today,self_esteem,sad,29
honestly i miss my friend because it keeps happening,relationship,worried,52
at home i cannot handle all this pressure and i need help,stress,overwhelmed,57
in class i feel left out and i need help,loneliness,lonely,40
honestly i appreciate your help and it is affecting me,gratitude,happy,54
sometimes i wake up tired and i want to feel better,sleep,tired,51
at night i feel stressed please help me,stress,frustrated,39
honestly i keep overthinking at night and i need help,sleep,anxious,53
in class my mind is overloaded today,stress,stressed,36
i feel pressure from every side but i do not know what to do,stress,overwhelmed,60
honestly i feel more confident because it keeps happening,positive,hopeful,57
honestly i cannot handle all this pressure because it keeps happening,stress,tired,69
sometimes i cannot relax at bedtime please help me,sleep,anxious,50
at night i cannot handle all this pressure,stress,stressed,42
at night i feel burned out these days,stress,overwhelmed,37
at night i feel hopeful and i feel stuck,positive,content,40
recently i want to feel better but i do not know what to do,motivation,hopeful,59
in class i cannot focus on studying today,academic_pressure,anxious,41
honestly exam pressure is overwhelming please help me,academic_pressure,anxious,53
recently i need motivation and it is affecting me,motivation,neutral,49
in class are you there right now,greeting,content,32
sometimes good morning and it is affecting me,greeting,neutral,45
i procrastinated and exams are near today,academic_pressure,overwhelmed,41
at home i want to cry,sadness,upset,21
sometimes i feel hopeful and i want to feel better,positive,happy,50
honestly i cannot stop overthinking right now,anxiety,overwhelmed,45
honestly i feel lucky to have support and i need help,gratitude,grateful,53
sometimes are you there today,greeting,content,29
at home i wake up tired because it keeps happening,sleep,stressed,50
in class i am confused about my relationship today,relationship,confused,50
at night i need someone to talk to and i feel stuck,greeting,content,51
at home i want to feel better,motivation,determined,29
recently i feel empty inside right now,sadness,depressed,38
sometimes how can i start again right now,motivation,hopeful,41
sometimes hey can you listen to me and i feel stuck,greeting,content,51
at night i am angry at my friend and i need help,anger,upset,48
sometimes i feel rejected and i want to feel better,relationship,confused,51
i feel nervous today lately,anxiety,nervous,27
my mind is overloaded and it is affecting me,stress,overwhelmed,44
in class i feel isolated and i need help,loneliness,down,40
i need encouragement and i want to feel better,motivation,determined,46
in class i do not feel confident because it keeps happening,self_esteem,hopeless,59
at night everything feels like too much please help me,stress,stressed,54
at night i feel like a failure but i do not know what to do,self_esteem,hopeless,59
in class i finally made progress today,positive,determined,38
honestly i keep overthinking at night and i want to feel better,sleep,tired,63
sometimes i feel hopeless right now and it is affecting me,sadness,upset,58
recently i doubt myself these days,self_esteem,confused,34
honestly i feel stressed these days,stress,stressed,35
at home i cannot relax at bedtime and i feel stuck,sleep,tired,50
recently i miss having someone close and it is affecting me,loneliness,sad,59
sometimes everything feels like too much and it is affecting me,stress,overwhelmed,63
at night thank you for listening right now,gratitude,happy,42
at home hi please help me,greeting,content,25
honestly help me stay consistent right now,motivation,hopeful,42
at home i feel useless today,self_esteem,confused,28
at night i have no one to share this with and i need help,loneliness,sad,57
i feel stressed because it keeps happening,stress,frustrated,42
at night i had a good day these days,positive,determined,36
recently i feel hopeless right now today,sadness,hopeless,40
i have trouble falling asleep because it keeps happening,sleep,stressed,56
in class i want to build better habits please help me,motivation,neutral,53
at night i feel more confident because it keeps happening,positive,content,57
recently i miss my friend and i feel stuck,relationship,worried,42
honestly everyone seems busy without me and i need help,loneliness,down,55
at night hey can you listen to me right now,greeting,content,43
sometimes my relationship is stressful and it is affecting me,relationship,confused,61
i am angry at my friend today,anger,frustrated,29
in class i had a good day and it is affecting me,positive,happy,48
honestly i need help planning my studies lately,academic_pressure,anxious,47
i feel panic building up and i feel stuck,anxiety,anxious,41
at night i feel rejected lately,relationship,confused,31
can we talk because it keeps happening,greeting,neutral,38
i feel useless,self_esteem,insecure,14
recently hey there right now,greeting,content,28
sometimes thank you for listening please help me,gratitude,content,48
sometimes i am stressed because of exams but i do not know what to do,academic_pressure,worried,69
honestly i need company today,loneliness,sad,29
in class i cannot handle all this pressure and i feel stuck,stress,tired,59
honestly i feel stressed please help me,stress,overwhelmed,39
at night i am happy today please help me,positive,content,40
in class i doubt myself and i want to feel better,self_esteem,confused,49
in class someone made me furious lately,anger,frustrated,39
at home i feel like i am not good enough lately,self_esteem,hopeless,47
i keep overthinking at night because it keeps happening,sleep,anxious,55
i feel hopeless right now and i need help,sadness,upset,41
i feel exhausted every morning right now,sleep,anxious,40
at home i feel better now because it keeps happening,positive,determined,52
at night i miss having someone close because it keeps happening,loneliness,sad,63
recently i need a break,stress,overwhelmed,23
honestly i feel exhausted every morning and it is affecting me,sleep,anxious,62
at night i wake up tired please help me,sleep,stressed,39
in class i feel like a failure and i need help,self_esteem,insecure,46
recently i cannot believe in myself please help me,self_esteem,insecure,50
recently i feel hopeful and i feel stuck,positive,content,40
recently my thoughts are moving too fast lately,anxiety,nervous,47
recently how can i pass my exams because it keeps happening,academic_pressure,stressed,59
at night i hate how i look,self_esteem,hopeless,26
recently i sleep too late please help me,sleep,tired,40
sometimes i need company because it keeps happening,loneliness,lonely,51
sometimes i feel hopeful right now,positive,determined,34
at home i have no one to share this with today,loneliness,down,46
recently i need help planning my studies lately,academic_pressure,overwhelmed,47
honestly i need company but i do not know what to do,loneliness,down,52
at home i feel lonely please help me,loneliness,sad,36
at night good evening right now,greeting,happy,31
recently i am thankful for my friends lately,gratitude,content,44
at night hi today,greeting,neutral,17
at home i am scared i will disappoint everyone please help me,self_esteem,insecure,61
at night i have too many responsibilities please help me,stress,stressed,56
honestly good evening,greeting,neutral,21
in class i am getting mad lately,anger,frustrated,32
exam pressure is overwhelming lately,academic_pressure,worried,36
my sleep is disturbed and i want to feel better,sleep,anxious,47
sometimes i want to hit something and i want to feel better,anger,frustrated,59
i am worried about my grades,academic_pressure,worried,28
honestly i need a small step to begin but i do not know what to do,motivation,hopeful,66
in class i am excited about tomorrow but i do not know what to do,positive,hopeful,65
recently i feel calm today these days,positive,happy,37
at night i feel more confident and it is affecting me,positive,hopeful,53
at home i am getting mad but i do not know what to do,anger,upset,53
in class i finally made progress because it keeps happening,positive,hopeful,59
honestly i feel forgotten and i feel stuck,loneliness,lonely,42
recently i feel anxious,anxiety,anxious,23
sometimes i need motivation and it is affecting me,motivation,determined,50
in class i want to hit something and i feel stuck,anger,upset,49
at night exam pressure is overwhelming,academic_pressure,stressed,38
in class good morning because it keeps happening,greeting,happy,48
thanks that helped me and it is affecting me,gratitude,content,44
at night i am thankful for my friends,gratitude,happy,37
i sleep too late and it is affecting me,sleep,tired,39
in class i feel burned out today,stress,tired,32
they do not understand me today,relationship,confused,31
recently i feel peaceful right now and i need help,positive,hopeful,50
at night my friend ignored me and it is affecting me,relationship,worried,52
recently someone made me furious because it keeps happening,anger,frustrated,59
at night nobody talks to me and i feel stuck,loneliness,down,44
at home i feel rejected and i need help,relationship,worried,39
at night i am grateful for small things today lately,gratitude,content,52
sometimes i appreciate your help and it is affecting me,gratitude,content,55
in class i am happy today and i want to feel better,positive,hopeful,51
recently i feel left out lately,loneliness,lonely,31
recently good morning today,greeting,happy,27
recently i feel pressure from every side right now,stress,frustrated,50
at night i feel nervous today and i feel stuck,anxiety,overwhelmed,46
recently i feel panic building up and it is affecting me,anxiety,worried,56
i procrastinated and exams are near and i feel stuck,academic_pressure,stressed,52
i feel empty inside and i want to feel better,sadness,down,45
in class i cannot stop crying right now,sadness,depressed,39
at night i cannot stop crying because it keeps happening,sadness,hopeless,56
honestly i am worried something bad will happen right now,anxiety,overwhelmed,57
at night my assignments are too much and i feel stuck,academic_pressure,stressed,53
in class thanks for being here and i need help,gratitude,happy,46
at night i feel exhausted every morning and i need help,sleep,anxious,55
sometimes i appreciate my family these days,gratitude,happy,43
thank you for listening and i need help,gratitude,happy,39
recently how can i pass my exams and it is affecting me,academic_pressure,stressed,55
sometimes i am thankful for my friends because it keeps happening,gratitude,content,65
honestly help me stay consistent and i feel stuck,motivation,hopeful,49
sometimes i am angry and i feel stuck,anger,angry,37
at home i keep overthinking at night and i need help,sleep,anxious,52
recently i feel isolated and i need help,loneliness,down,40
honestly nothing feels good today because it keeps happening,sadness,upset,60
recently i feel stressed lately,stress,frustrated,31
honestly i am excited about tomorrow today,positive,content,42
work is overwhelming and it is affecting me,stress,stressed,43
honestly i feel like shouting,anger,upset,29
recently i feel nervous today because it keeps happening,anxiety,anxious,56
honestly i feel lucky to have support because it keeps happening,gratitude,grateful,64
at home my relationship is stressful and i want to feel better,relationship,upset,62
at home i finally made progress right now,positive,happy,41
at home my friend ignored me but i do not know what to do,relationship,confused,57
at home i want to improve myself these days,motivation,hopeful,43
recently someone close disappointed me and i feel stuck,relationship,confused,55
recently i feel anxious today,anxiety,overwhelmed,29
i hate how i look and it is affecting me,self_esteem,insecure,40
honestly hey there today,greeting,happy,24
recently i am worried something bad will happen and i need help,anxiety,worried,63
recently i had a good day and i feel stuck,positive,determined,42
honestly i cannot believe in myself today,self_esteem,sad,41
sometimes my assignments are too much and i feel stuck,academic_pressure,overwhelmed,54
recently i miss having someone close because it keeps happening,loneliness,lonely,63
i feel down for no reason,sadness,hopeless,25
recently are you there please help me,greeting,happy,37
recently i am worried about my grades these days,academic_pressure,stressed,48
at night my sleep is disturbed,sleep,tired,30
recently i need motivation right now,motivation,tired,36
my relationship is stressful these days,relationship,confused,39
at home hello right now,greeting,content,23
recently hello and it is affecting me,greeting,content,37
honestly i cannot stop overthinking because it keeps happening,anxiety,anxious,62
i am grateful for small things today today,gratitude,happy,42
honestly i feel nervous today please help me,anxiety,anxious,44
honestly my heart is racing because it keeps happening,anxiety,nervous,54
at home hi because it keeps happening,greeting,content,37
my assignments are too much but i do not know what to do,academic_pressure,stressed,56
at night i have trouble falling asleep and i need help,sleep,tired,54
at home i cannot relax at bedtime and i want to feel better,sleep,anxious,59
in class i feel hurt by someone i love and i need help,relationship,sad,54
in class i need better sleep today,sleep,anxious,34
in class i feel frustrated with everyone because it keeps happening,anger,frustrated,67
recently i feel sad today and it is affecting me,sadness,hopeless,48
recently i cannot sleep right now,sleep,tired,33
in class someone made me furious but i do not know what to do,anger,angry,61
recently they do not understand me and i want to feel better,relationship,worried,60
in class help me stay consistent please help me,motivation,neutral,47
at home my relationship is stressful lately,relationship,sad,43
honestly i hate how i look,self_esteem,confused,26
at home i feel like shouting and i want to feel better,anger,angry,54
recently i feel more confident please help me,positive,determined,45
in class i am worried about my grades please help me,academic_pressure,overwhelmed,52
at home good evening and i want to feel better,greeting,content,46
sometimes i have too many responsibilities,stress,overwhelmed,42
honestly i cannot relax at bedtime please help me,sleep,stressed,49
in class i am thankful for my friends today,gratitude,grateful,43
in class thank you for listening right now,gratitude,grateful,42
honestly i feel anxious and i need help,anxiety,worried,39
recently i am angry today,anger,upset,25
i am happy today but i do not know what to do,positive,content,45
my thoughts are moving too fast and it is affecting me,anxiety,worried,54
i want to keep going and i want to feel better,motivation,hopeful,46
at night i am scared i will disappoint everyone and i need help,self_esteem,insecure,63
at home i feel frustrated with everyone because it keeps happening,anger,angry,66
at home i feel worthless sometimes lately,self_esteem,confused,41
honestly my mind stays awake because it keeps happening,sleep,stressed,55
i feel hopeless right now and i need help,sadness,down,41
honestly i am proud of myself but i do not know what to do,positive,content,58
in class everything feels like too much these days,stress,frustrated,50
recently i feel isolated and i want to feel better,loneliness,lonely,50
at night i have no one to share this with right now,loneliness,sad,51
sometimes i am excited about tomorrow but i do not know what to do,positive,hopeful,66
my thoughts are moving too fast please help me,anxiety,overwhelmed,46
i feel aggressive right now lately,anger,angry,34
recently they do not understand me and it is affecting me,relationship,confused,57
recently work is overwhelming because it keeps happening,stress,stressed,56
sometimes thanks for being here these days,gratitude,content,42
at home i am worried something bad will happen today,anxiety,anxious,52
sometimes i feel empty inside and it is affecting me,sadness,sad,52
sometimes i am scared about the future because it keeps happening,anxiety,overwhelmed,65
at home i am afraid of failing but i do not know what to do,academic_pressure,overwhelmed,59
sometimes i am tired of dealing with problems and i feel stuck,stress,overwhelmed,62
at night i feel burned out and i feel stuck,stress,stressed,43
at home i feel frustrated with everyone but i do not know what to do,anger,upset,68
sometimes i appreciate your help and it is affecting me,gratitude,happy,55
honestly i keep comparing myself to others and i need help,self_esteem,hopeless,58
at night i finally made progress right now,positive,determined,42
recently my heart feels heavy,sadness,down,29
recently i cannot believe in myself because it keeps happening,self_esteem,sad,62
i feel like shouting but i do not know what to do,anger,angry,49
at night i feel frustrated with everyone and i feel stuck,anger,angry,57
recently i am getting mad lately,anger,upset,32
recently are you there and i want to feel better,greeting,neutral,48
recently nothing feels good today lately,sadness,upset,40
at night i appreciate my family these days,gratitude,grateful,42
recently work is overwhelming but i do not know what to do,stress,tired,58
honestly i feel lucky to have support because it keeps happening,gratitude,happy,64
at night i feel better now and i feel stuck,positive,happy,43
honestly hey can you listen to me but i do not know what to do,greeting,happy,62
in class hi because it keeps happening,greeting,happy,38
at night i need help planning my studies and it is affecting me,academic_pressure,stressed,63
at home i have trouble falling asleep these days,sleep,anxious,48
at home i hate how i look,self_esteem,hopeless,25
sometimes i need company and i feel stuck,loneliness,down,41
i finally made progress lately,positive,determined,30
recently my relationship is stressful lately,relationship,upset,44
in class i feel like shouting these days,anger,angry,40
at night i cannot relax at bedtime these days,sleep,stressed,45
at home my relationship is stressful and i want to feel better,relationship,worried,62
i cannot control my anger right now,anger,angry,35
honestly hey there right now,greeting,neutral,28
at night i want to cry please help me,sadness,upset,37
recently thank you i feel supported because it keeps happening,gratitude,content,62
honestly i doubt myself today,self_esteem,insecure,29
at home i feel peaceful right now lately,positive,determined,40
at home i feel exhausted every morning because it keeps happening,sleep,tired,65
at night i need motivation and i feel stuck,motivation,determined,43
someone close disappointed me please help me,relationship,sad,44
honestly i want to keep going and i want to feel better,motivation,hopeful,55
at night i feel nervous today but i do not know what to do,anxiety,worried,58
recently i want to build better habits and i need help,motivation,hopeful,54
at home i feel calm today and i need help,positive,hopeful,41
at night i need motivation,motivation,determined,26
honestly i feel pressure from every side and i feel stuck,stress,stressed,57
at night my heart feels heavy right now,sadness,sad,39
sometimes i appreciate my family but i do not know what to do,gratitude,grateful,61
recently i need someone to talk to and i need help,greeting,neutral,50
in class i feel anxious because it keeps happening,anxiety,overwhelmed,50
recently i am angry upon you but i do not know what to do,anger,upset,57
in class i feel lonely lately,loneliness,sad,29
recently everything feels like too much but i do not know what to do,stress,stressed,68
sometimes i am tired of dealing with problems because it keeps happening,stress,stressed,72
honestly help me stay consistent but i do not know what to do,motivation,determined,61
recently i feel frustrated with everyone,anger,frustrated,40
sometimes i am getting mad and i feel stuck,anger,frustrated,43
at night i had a good day and it is affecting me,positive,hopeful,48
at home hello because it keeps happening,greeting,content,40
honestly i feel lonely and it is affecting me,loneliness,down,45
help me stay consistent today,motivation,tired,29
at night i cannot believe in myself,self_esteem,insecure,35
in class i appreciate my family these days,gratitude,happy,42
sometimes hello i want to chat,greeting,content,30
honestly i want to feel better please help me,motivation,tired,45
i doubt myself and i need help,self_esteem,confused,30
at night i do not feel confident please help me,self_esteem,confused,47
in class i feel panic building up and i want to feel better,anxiety,overwhelmed,59
recently nothing feels good today please help me,sadness,hopeless,48
sometimes i feel depressed today because it keeps happening,sadness,depressed,59
hey can you listen to me but i do not know what to do,greeting,happy,53
in class i am sad and tired these days,sadness,sad,38
can we talk these days,greeting,content,22
honestly i feel depressed today but i do not know what to do,sadness,sad,60
nothing feels good today today,sadness,down,30
at home i need a break lately,stress,tired,29
recently i feel rejected and i want to feel better,relationship,upset,50
recently i am angry at my friend and i feel stuck,anger,upset,49
i feel forgotten right now,loneliness,sad,26
sometimes i am grateful for small things today because it keeps happening,gratitude,grateful,73
recently can we talk but i do not know what to do,greeting,content,49
honestly i am worried something bad will happen and i need help,anxiety,anxious,63
at night good evening,greeting,happy,21
honestly they do not understand me and i want to feel better,relationship,sad,60
recently everything feels like too much right now,stress,overwhelmed,49
at home thank you for listening but i do not know what to do,gratitude,happy,60
honestly i need help planning my studies,academic_pressure,stressed,40
at night thanks for being here please help me,gratitude,grateful,45
i want to build better habits and i need help,motivation,hopeful,45
in class i feel depressed today and i need help,sadness,depressed,47
at night i feel lucky to have support lately,gratitude,content,44
at night i want to feel better and i want to feel better,motivation,determined,56
sometimes i keep comparing myself to others and i feel stuck,self_esteem,hopeless,60
i appreciate my family lately,gratitude,content,29
sometimes i need company lately,loneliness,lonely,31
at night i cannot control my anger and i want to feel better,anger,upset,60
recently i feel like i am not good enough today,self_esteem,confused,47
honestly my friend ignored me and i need help,relationship,upset,45
honestly i feel hurt by someone i love because it keeps happening,relationship,upset,65
sometimes how can i pass my exams and i want to feel better,academic_pressure,worried,59
at night my friend ignored me,relationship,upset,29
honestly i feel lucky to have support and i feel stuck,gratitude,grateful,54
in class i want to improve myself today,motivation,hopeful,39
honestly i feel isolated and i need help,loneliness,lonely,40
recently my assignments are too much but i do not know what to do,academic_pressure,stressed,65
honestly nothing feels good today,sadness,hopeless,33
i want to keep going,motivation,neutral,20
recently i feel more confident and i need help,positive,hopeful,46
i am angry lately,anger,upset,17
recently i had a good day,positive,determined,25
in class i feel better now lately,positive,happy,33
recently are you there but i do not know what to do,greeting,neutral,51
recently i had a good day please help me,positive,determined,40
at night i had a fight with someone close today,relationship,sad,47
recently i feel useless these days,self_esteem,sad,34
are you there lately,greeting,happy,20
i am confused about my relationship because it keeps happening,relationship,worried,62
honestly i sleep too late and i want to feel better,sleep,anxious,51
recently i cannot sleep these days,sleep,tired,34
sometimes i want to build better habits,motivation,neutral,39
honestly i need better sleep and i feel stuck,sleep,anxious,45
recently i am scared about the future right now,anxiety,worried,47
at night work is overwhelming and it is affecting me,stress,tired,52
my relationship is stressful and i feel stuck,relationship,upset,45
recently i need someone to talk to and i feel stuck,greeting,happy,51
in class i am angry at my friend because it keeps happening,anger,frustrated,59
recently i do not know how to fix this relationship,relationship,sad,51
recently i want to cry lately,sadness,depressed,29
in class i am stressed because of exams,academic_pressure,anxious,39
recently i finally made progress and i need help,positive,content,48
at night i am getting mad and i need help,anger,frustrated,41
at night i feel burned out and i want to feel better,stress,frustrated,52
recently i am afraid of failing but i do not know what to do,academic_pressure,stressed,60
recently i feel lazy but want to change and i want to feel better,motivation,determined,65
at night i need encouragement and i want to feel better,motivation,determined,55
in class i need help planning my studies and it is affecting me,academic_pressure,anxious,63
at night i cannot relax at bedtime because it keeps happening,sleep,stressed,61
i miss my friend right now,relationship,upset,26
at home i need motivation and i need help,motivation,determined,41
at night i have too much study pressure these days,academic_pressure,anxious,50
at night they do not understand me and i feel stuck,relationship,upset,51
sometimes i am worried about my grades and i want to feel better,academic_pressure,stressed,64
sometimes i cannot relax at bedtime and i feel stuck,sleep,stressed,52
i feel burned out please help me,stress,overwhelmed,32
recently i feel hopeless right now and i need help,sadness,hopeless,50
honestly i have trouble falling asleep and i feel stuck,sleep,anxious,55
honestly i need someone to talk to but i do not know what to do,greeting,neutral,63
honestly i feel grateful today right now,gratitude,grateful,40
in class i feel aggressive right now lately,anger,angry,43
recently my heart is racing lately,anxiety,worried,34
at home i want to feel better and i feel stuck,motivation,hopeful,46
in class nothing feels good today lately,sadness,down,40
at home thank you i feel supported and it is affecting me,gratitude,happy,57
at home i want to cry but i do not know what to do,sadness,sad,50
honestly i hate how i look because it keeps happening,self_esteem,insecure,53
in class i feel lazy but want to change these days,motivation,determined,50
at home i am excited about tomorrow and it is affecting me,positive,content,58
i feel empty inside and i need help,sadness,upset,35
in class good evening but i do not know what to do,greeting,content,50
honestly thank you for listening and it is affecting me,gratitude,happy,55
in class everything feels like too much but i do not know what to do,stress,overwhelmed,68
honestly i need encouragement and i feel stuck,motivation,determined,46
recently i feel hopeful and i feel stuck,positive,hopeful,40
at night i sleep too late,sleep,anxious,25
honestly i am thankful for my friends because it keeps happening,gratitude,content,64
honestly i have no one to share this with lately,loneliness,down,48
sometimes nothing feels good today,sadness,hopeless,34
good morning and i feel stuck,greeting,content,29
i am worried something bad will happen and it is affecting me,anxiety,nervous,61
i procrastinated and exams are near and i want to feel better,academic_pressure,stressed,61
recently i am worried about my grades,academic_pressure,stressed,37
honestly my heart is racing these days,anxiety,anxious,38
honestly good evening and i feel stuck,greeting,neutral,38
at night someone close disappointed me and i feel stuck,relationship,worried,55
sometimes i cannot stop overthinking and i want to feel better,anxiety,anxious,62
in class nobody talks to me and i feel stuck,loneliness,down,44
recently i feel worthless sometimes and i feel stuck,self_esteem,confused,52
honestly i feel forgotten,loneliness,lonely,25
in class my heart feels heavy and i feel stuck,sadness,hopeless,46
recently i appreciate my family because it keeps happening,gratitude,content,58
sometimes i feel anxious but i do not know what to do,anxiety,nervous,53
in class i need encouragement these days,motivation,tired,40
sometimes i feel hurt by someone i love because it keeps happening,relationship,sad,66
in class my heart feels heavy today,sadness,down,35
at home hello i want to chat and i want to feel better,greeting,content,54
at home help me stay consistent and it is affecting me,motivation,tired,54
at home everything feels like too much right now,stress,tired,48
sometimes i feel like shouting please help me,anger,angry,45
in class i want to build better habits right now,motivation,tired,48
in class i hate how i look and it is affecting me,self_esteem,hopeless,49
sometimes i cannot focus on studying,academic_pressure,anxious,36
sometimes are you there these days,greeting,neutral,34
sometimes i am scared i will disappoint everyone please help me,self_esteem,sad,63
at night i feel burned out and i want to feel better,stress,stressed,52
sometimes work is overwhelming please help me,stress,frustrated,45
sometimes i feel alone even around people lately,loneliness,sad,48
i procrastinated and exams are near these days,academic_pressure,overwhelmed,46
at home i feel panic building up and i need help,anxiety,worried,48
in class thank you for listening and it is affecting me,gratitude,content,55
at night i feel more confident,positive,happy,30
at night i feel more confident but i do not know what to do,positive,content,59
at home i need motivation,motivation,neutral,25
i finally made progress and it is affecting me,positive,determined,46
at home i want to hit something these days,anger,frustrated,42
i need company but i do not know what to do,loneliness,down,43
sometimes i keep comparing myself to others please help me,self_esteem,sad,58
my heart feels heavy these days,sadness,depressed,31
sometimes thank you for listening lately,gratitude,grateful,40
in class i appreciate my family and i need help,gratitude,happy,47
at night how can i start again these days,motivation,neutral,41
sometimes i do not know how to fix this relationship,relationship,upset,52
at night how can i start again and i feel stuck,motivation,determined,47
at night hey there,greeting,content,18
honestly hey there lately,greeting,happy,25
sometimes i sleep too late and i need help,sleep,anxious,42
in class i feel empty inside please help me,sadness,sad,43
at home i had a good day please help me,positive,hopeful,39
sometimes i want to hit something and it is affecting me,anger,angry,56
i wake up tired because it keeps happening,sleep,tired,42
i feel left out,loneliness,sad,15
i am excited about tomorrow please help me,positive,content,42
honestly i feel like i am not good enough and i feel stuck,self_esteem,confused,58
recently i need help planning my studies today,academic_pressure,anxious,46
in class i feel down for no reason because it keeps happening,sadness,sad,61
at night i want to feel better because it keeps happening,motivation,neutral,57
at home hello i want to chat please help me,greeting,neutral,43
honestly i do not know how to fix this relationship these days,relationship,sad,62
i feel anxious and i feel stuck,anxiety,anxious,31
in class are you there please help me,greeting,neutral,37
honestly i am grateful for small things today because it keeps happening,gratitude,happy,72
in class i am worried something bad will happen these days,anxiety,worried,58
at night i need help planning my studies right now,academic_pressure,worried,50
honestly i hate how i look and i feel stuck,self_esteem,sad,43
at home i feel lonely today,loneliness,lonely,27
sometimes everyone seems busy without me please help me,loneliness,down,55
at night i feel aggressive right now and it is affecting me,anger,angry,59
i cannot sleep today,sleep,stressed,20
honestly i do not know how to fix this relationship right now,relationship,worried,61
at home i appreciate your help lately,gratitude,content,37
at home i feel forgotten these days,loneliness,lonely,35
at night i cannot focus on studying today,academic_pressure,stressed,41
honestly i feel isolated please help me,loneliness,sad,39
at night nobody talks to me please help me,loneliness,lonely,42
recently someone made me furious these days,anger,angry,43
i need someone to talk to but i do not know what to do,greeting,content,54
sometimes my sleep is disturbed and i feel stuck,sleep,stressed,48
in class i feel lucky to have support please help me,gratitude,content,52
honestly i need motivation today,motivation,neutral,32
at night i feel like shouting lately,anger,upset,36
i want to build better habits these days,motivation,neutral,40
i feel grateful today lately,gratitude,grateful,28
in class i am scared i will disappoint everyone these days,self_esteem,insecure,58
at home i feel lazy but want to change because it keeps happening,motivation,neutral,65
at night someone close disappointed me right now,relationship,upset,48
honestly thank you for listening and i feel stuck,gratitude,happy,49
in class i appreciate your help these days,gratitude,happy,42
sometimes i feel hopeful because it keeps happening,positive,determined,51
sometimes i am getting mad and it is affecting me,anger,upset,49
honestly i keep imagining the worst,anxiety,worried,35
exam pressure is overwhelming please help me,academic_pressure,overwhelmed,44
honestly i had a good day,positive,hopeful,25
at night i finally made progress because it keeps happening,positive,determined,59
at night i procrastinated and exams are near but i do not know what to do,academic_pressure,stressed,73
honestly i am getting mad lately,anger,angry,32
sometimes i cannot control my anger but i do not know what to do,anger,frustrated,64
at home i feel hopeless right now today,sadness,sad,39
recently i cannot believe in myself and i need help,self_esteem,insecure,51
at night i need motivation and i need help,motivation,determined,42
in class i appreciate my family today,gratitude,content,37
at night i feel worthless sometimes because it keeps happening,self_esteem,hopeless,62
in class i need help planning my studies and i need help,academic_pressure,anxious,56
at night i feel hopeful but i do not know what to do,positive,determined,52
everything feels like too much because it keeps happening,stress,tired,57
in class hey can you listen to me but i do not know what to do,greeting,content,62
in class my heart feels heavy and i feel stuck,sadness,sad,46
recently i feel grateful today and i want to feel better,gratitude,content,56
recently i feel grateful today lately,gratitude,happy,37
at home i procrastinated and exams are near and i want to feel better,academic_pressure,stressed,69
in class i am scared about the future and it is affecting me,anxiety,nervous,60
in class i am scared about the future these days,anxiety,anxious,48
at night i feel stressed because it keeps happening,stress,overwhelmed,51
recently my assignments are too much because it keeps happening,academic_pressure,anxious,63
honestly good morning and i want to feel better,greeting,content,47
i want to improve myself right now,motivation,hopeful,34
at home i do not feel confident because it keeps happening,self_esteem,sad,58
at home i feel better now and i feel stuck,positive,happy,42
recently i need help planning my studies,academic_pressure,stressed,40
in class i feel depressed today,sadness,down,31
at home i feel hopeless right now please help me,sadness,hopeless,48
recently i had a good day and i want to feel better,positive,happy,51
sometimes i feel nervous today because it keeps happening,anxiety,nervous,57
in class i keep overthinking at night and it is affecting me,sleep,stressed,60
sometimes i feel depressed today but i do not know what to do,sadness,upset,61
at home i feel nervous today because it keeps happening,anxiety,worried,55
i feel down for no reason,sadness,down,25
sometimes i cannot control my anger and i feel stuck,anger,angry,52
in class nothing feels good today please help me,sadness,down,48
sometimes i feel stressed,stress,stressed,25
recently i feel like shouting,anger,frustrated,29
at home i feel nervous today lately,anxiety,overwhelmed,35
honestly i want to improve myself lately,motivation,determined,40
sometimes i appreciate my family today,gratitude,happy,38
recently my mind is overloaded today,stress,stressed,36
sometimes i feel alone even around people lately,loneliness,lonely,48
recently how can i start again and i feel stuck,motivation,hopeful,47
at night my heart feels heavy but i do not know what to do,sadness,sad,58
at home i feel calm today and i need help,positive,happy,41
