text,intent,emotion
at home i feel anxious and i want to feel better,anxiety,overwhelmed
at home i am happy today today,positive,content
at home someone made me furious and i need help,anger,angry
in class i feel empty inside and i want to feel better,sadness,hopeless
at night i feel forgotten,loneliness,down
at night someone close disappointed me and it is affecting me,relationship,worried
honestly i am angry at my friend today,anger,upset
in class i want to feel better these days,motivation,neutral
sometimes i have trouble falling asleep today,sleep,anxious
at night i feel worthless sometimes but i do not know what to do,self_esteem,sad
at home my relationship is stressful today,relationship,upset
in class i feel left out and i need help,loneliness,sad
recently i cannot believe in myself but i do not know what to do,self_esteem,confused
in class i cannot handle all this pressure and i feel stuck,stress,frustrated
at home i miss having someone close and i feel stuck,loneliness,sad
at home i procrastinated and exams are near and i want to feel better,academic_pressure,overwhelmed
at home how can i start again these days,motivation,neutral
honestly i feel stressed and i feel stuck,stress,frustrated
in class exam pressure is overwhelming but i do not know what to do,academic_pressure,anxious
at night my heart feels heavy because it keeps happening,sadness,upset
in class i am tired of dealing with problems because it keeps happening,stress,stressed
at night i feel forgotten but i do not know what to do,loneliness,down
honestly are you there lately,greeting,neutral
sometimes i am getting mad because it keeps happening,anger,upset
at home i miss having someone close and it is affecting me,loneliness,lonely
at home my heart is racing lately,anxiety,overwhelmed
at night how can i start again these days,motivation,hopeful
in class i wake up tired right now,sleep,tired
honestly i feel like i am not good enough these days,self_esteem,insecure
at home i feel anxious but i do not know what to do,anxiety,worried
at night thanks that helped me,gratitude,content
recently i feel like shouting right now,anger,frustrated
i want to keep going and it is affecting me,motivation,tired
at home thank you i feel supported and it is affecting me,gratitude,grateful
in class i am excited about tomorrow and i need help,positive,determined
honestly i do not know how to fix this relationship lately,relationship,sad
recently i appreciate your help but i do not know what to do,gratitude,happy
at home i do not know how to fix this relationship today,relationship,sad
recently i finally made progress please help me,positive,hopeful
at night i feel like i am not good enough and i need help,self_esteem,insecure
at night i feel calm today because it keeps happening,positive,hopeful
recently i miss having someone close,loneliness,down
at night i feel restless and tense and i feel stuck,anxiety,worried
honestly my sleep is disturbed please help me,sleep,tired
at home nothing feels good today lately,sadness,sad
in class i feel forgotten right now,loneliness,down
sometimes i feel hopeful but i do not know what to do,positive,happy
honestly i feel rejected and i want to feel better,relationship,sad
in class they do not understand me and i feel stuck,relationship,worried
exam pressure is overwhelming and i need help,academic_pressure,worried
at home i cannot relax at bedtime today,sleep,stressed
in class everyone seems busy without me and i feel stuck,loneliness,down
at home i am proud of myself,positive,hopeful
in class i procrastinated and exams are near today,academic_pressure,stressed
at home i cannot handle all this pressure lately,stress,tired
honestly thanks that helped me and i want to feel better,gratitude,grateful
sometimes i am confused about my relationship please help me,relationship,sad
at home i doubt myself today,self_esteem,insecure
in class i am scared i will disappoint everyone these days,self_esteem,sad
at home i am angry at my friend right now,anger,angry
i feel burned out lately,stress,overwhelmed
recently help me stay consistent and it is affecting me,motivation,tired
sometimes i cannot sleep these days,sleep,anxious
in class my thoughts are moving too fast today,anxiety,worried
honestly someone made me furious today,anger,upset
honestly i feel burned out but i do not know what to do,stress,overwhelmed
in class hey there and i feel stuck,greeting,neutral
at night i cannot stop crying but i do not know what to do,sadness,depressed
sometimes i am scared i will disappoint everyone but i do not know what to do,self_esteem,hopeless
at night they do not understand me and i need help,relationship,sad
in class i feel anxious,anxiety,worried
honestly i need company right now,loneliness,lonely
in class i miss having someone close and i want to feel better,loneliness,sad
in class i feel depressed today please help me,sadness,upset
recently i am excited about tomorrow lately,positive,hopeful
sometimes i need someone to talk to today,greeting,neutral
at night can we talk and i need help,greeting,happy
at home i need company today,loneliness,lonely
sometimes i feel depressed today these days,sadness,depressed
i need a small step to begin today,motivation,neutral
honestly my thoughts are moving too fast because it keeps happening,anxiety,overwhelmed
sometimes i want to build better habits and i need help,motivation,tired
i feel forgotten and i need help,loneliness,sad
at night i miss having someone close and it is affecting me,loneliness,down
at night i am sad and tired right now,sadness,hopeless
recently they do not understand me,relationship,worried
i am excited about tomorrow right now,positive,hopeful
in class i feel left out today,loneliness,down
at night i keep overthinking at night these days,sleep,tired
sometimes i am tired of dealing with problems right now,stress,tired
at home i am scared i will disappoint everyone these days,self_esteem,sad
i have too much study pressure,academic_pressure,overwhelmed
recently i need company please help me,loneliness,down
i cannot believe in myself and i want to feel better,self_esteem,hopeless
at night i am proud of myself and i want to feel better,positive,content
at home i feel useless and i feel stuck,self_esteem,insecure
i do not know how to fix this relationship and i want to feel better,relationship,worried
honestly i feel restless and tense these days,anxiety,nervous
at home i feel like shouting but i do not know what to do,anger,upset
sometimes i do not know how to fix this relationship and i feel stuck,relationship,sad
honestly i am scared i will disappoint everyone right now,self_esteem,sad
in class i keep comparing myself to others today,self_esteem,insecure
in class i am worried about my grades and it is affecting me,academic_pressure,worried
at night i am scared i will disappoint everyone right now,self_esteem,insecure
honestly i feel lucky to have support and i need help,gratitude,content
at home my sleep is disturbed and it is affecting me,sleep,stressed
at night good evening and i want to feel better,greeting,content
sometimes i am worried something bad will happen and it is affecting me,anxiety,overwhelmed
honestly i want to improve myself and i feel stuck,motivation,hopeful
sometimes i feel worthless sometimes and it is affecting me,self_esteem,hopeless
honestly i feel down for no reason today,sadness,hopeless
i feel worthless sometimes because it keeps happening,self_esteem,confused
at night i feel aggressive right now right now,anger,angry
recently i cannot relax at bedtime please help me,sleep,anxious
at night i cannot relax at bedtime these days,sleep,tired
recently i need encouragement but i do not know what to do,motivation,tired
i want to hit something but i do not know what to do,anger,frustrated
at night i am scared i will disappoint everyone and i want to feel better,self_esteem,confused
sometimes i feel left out and it is affecting me,loneliness,lonely
at night i finally made progress and i want to feel better,positive,happy
sometimes i feel isolated,loneliness,sad
at night good morning but i do not know what to do,greeting,neutral
recently i want to feel better because it keeps happening,motivation,neutral
recently i wake up tired and i feel stuck,sleep,stressed
recently i feel lucky to have support and i want to feel better,gratitude,content
at home hello because it keeps happening,greeting,neutral
at night thank you for listening and it is affecting me,gratitude,grateful
at night i cannot control my anger right now,anger,frustrated
at night i need better sleep today,sleep,stressed
at night my friend ignored me today,relationship,sad
my sleep is disturbed and i feel stuck,sleep,tired
in class i feel stressed and i need help,stress,stressed
honestly i finally made progress lately,positive,hopeful
recently my thoughts are moving too fast right now,anxiety,overwhelmed
at home i have too many responsibilities,stress,frustrated
i am worried about my grades lately,academic_pressure,stressed
honestly i want to keep going please help me,motivation,tired
sometimes i want to feel better,motivation,tired
recently i keep imagining the worst and i feel stuck,anxiety,nervous
in class i feel forgotten and i want to feel better,loneliness,sad
sometimes i do not know how to fix this relationship because it keeps happening,relationship,confused
at night i need encouragement and i need help,motivation,neutral
recently i feel peaceful right now and it is affecting me,positive,happy
in class i feel burned out but i do not know what to do,stress,tired
i am thankful for my friends these days,gratitude,grateful
sometimes my friend ignored me and it is affecting me,relationship,upset
honestly i feel alone even around people because it keeps happening,loneliness,down
at home my heart is racing but i do not know what to do,anxiety,nervous
in class i feel restless and tense these days,anxiety,overwhelmed
i am worried something bad will happen,anxiety,worried
at home my relationship is stressful because it keeps happening,relationship,confused
recently i am tired of dealing with problems because it keeps happening,stress,tired
i sleep too late,sleep,stressed
honestly my mind is overloaded please help me,stress,frustrated
i feel sad today these days,sadness,hopeless
at night i have no one to share this with please help me,loneliness,down
i want to feel better and i want to feel better,motivation,determined
in class my assignments are too much but i do not know what to do,academic_pressure,overwhelmed
recently i feel burned out these days,stress,overwhelmed
sometimes i am scared i will disappoint everyone today,self_esteem,confused
sometimes i want to keep going right now,motivation,determined
honestly i procrastinated and exams are near and it is affecting me,academic_pressure,overwhelmed
in class i need help planning my studies please help me,academic_pressure,worried
honestly i am afraid of failing and it is affecting me,academic_pressure,anxious
my friend ignored me please help me,relationship,confused
honestly i feel lonely today,loneliness,sad
recently i hate how i look and i need help,self_esteem,sad
sometimes hi lately,greeting,happy
in class i cannot handle all this pressure and i need help,stress,tired
honestly help me stay consistent right now,motivation,determined
in class i feel aggressive right now but i do not know what to do,anger,angry
at night i keep comparing myself to others and i feel stuck,self_esteem,confused
i want to hit something and it is affecting me,anger,frustrated
at home i feel hurt by someone i love right now,relationship,worried
honestly i cannot handle all this pressure please help me,stress,overwhelmed
in class can we talk and i feel stuck,greeting,happy
recently i feel down for no reason these days,sadness,down
recently someone made me furious and i need help,anger,angry
honestly how can i pass my exams and i want to feel better,academic_pressure,overwhelmed
i feel lazy but want to change and i want to feel better,motivation,neutral
at home thank you for listening because it keeps happening,gratitude,happy
sometimes i cannot sleep,sleep,tired
at night i want to cry and i feel stuck,sadness,hopeless
in class i feel worthless sometimes and it is affecting me,self_esteem,confused
i finally made progress lately,positive,content
sometimes my heart is racing today,anxiety,worried
at night i miss my friend and it is affecting me,relationship,worried
honestly i feel hurt by someone i love and it is affecting me,relationship,confused
at night i need motivation and i feel stuck,motivation,neutral
honestly someone close disappointed me and it is affecting me,relationship,upset
sometimes i am getting mad and i need help,anger,angry
in class i am worried about my grades these days,academic_pressure,stressed
at home i cannot relax at bedtime please help me,sleep,anxious
recently i feel worthless sometimes lately,self_esteem,sad
sometimes work is overwhelming and it is affecting me,stress,tired
sometimes someone made me furious lately,anger,angry
at night i feel anxious please help me,anxiety,worried
honestly i am worried something bad will happen and i want to feel better,anxiety,overwhelmed
my heart feels heavy and i need help,sadness,upset
honestly i cannot relax at bedtime today,sleep,stressed
at night i feel hopeless right now,sadness,upset
honestly are you there lately,greeting,happy
sometimes i want to keep going right now,motivation,hopeful
in class thank you i feel supported and it is affecting me,gratitude,grateful
at night they do not understand me these days,relationship,sad
i have trouble falling asleep but i do not know what to do,sleep,anxious
sometimes my heart is racing these days,anxiety,worried
recently thanks that helped me lately,gratitude,happy
sometimes my relationship is stressful but i do not know what to do,relationship,confused
i am worried about my grades today,academic_pressure,anxious
in class i feel pressure from every side right now,stress,stressed
honestly i miss my friend because it keeps happening,relationship,confused
at night can we talk and i feel stuck,greeting,content
at night hello lately,greeting,content
sometimes i had a fight with someone close and i feel stuck,relationship,worried
in class i cannot control my anger and i feel stuck,anger,upset
sometimes i feel frustrated with everyone and it is affecting me,anger,angry
honestly they do not understand me and i feel stuck,relationship,upset
i feel rejected because it keeps happening,relationship,upset
sometimes i am angry at my friend but i do not know what to do,anger,frustrated
honestly i feel grateful today today,gratitude,grateful
in class hello and i feel stuck,greeting,happy
sometimes i feel useless and i need help,self_esteem,confused
at night i want to build better habits because it keeps happening,motivation,determined
recently thank you i feel supported and i need help,gratitude,happy
honestly i feel calm today because it keeps happening,positive,determined
i am stressed because of exams and i feel stuck,academic_pressure,stressed
honestly i feel hopeful right now,positive,hopeful
honestly i feel worthless sometimes today,self_esteem,insecure
i need company because it keeps happening,loneliness,lonely
honestly i want to improve myself,motivation,determined
at night my sleep is disturbed today,sleep,tired
honestly everything feels like too much and i want to feel better,stress,frustrated
sometimes i feel forgotten because it keeps happening,loneliness,sad
recently i feel aggressive right now and i need help,anger,upset
in class my assignments are too much and i feel stuck,academic_pressure,anxious
at night i sleep too late and i feel stuck,sleep,stressed
honestly i feel pressure from every side and i feel stuck,stress,overwhelmed
sometimes exam pressure is overwhelming these days,academic_pressure,overwhelmed
at night i cannot control my anger lately,anger,frustrated
i am angry upon you today,anger,frustrated
at home i feel useless,self_esteem,sad
in class i need company but i do not know what to do,loneliness,lonely
recently everyone seems busy without me please help me,loneliness,sad
in class i feel hurt by someone i love,relationship,worried
sometimes i feel anxious because it keeps happening,anxiety,anxious
i procrastinated and exams are near today,academic_pressure,worried
i do not know how to fix this relationship but i do not know what to do,relationship,sad
at home i need someone to talk to and i want to feel better,greeting,neutral
sometimes my heart feels heavy these days,sadness,sad
recently my heart is racing but i do not know what to do,anxiety,nervous
at home i do not feel confident and i need help,self_esteem,insecure
honestly hello i want to chat please help me,greeting,neutral
at home i do not know how to fix this relationship and i need help,relationship,confused
at home i feel hopeful please help me,positive,content
in class i feel stressed and i want to feel better,stress,overwhelmed
at night my sleep is disturbed and i need help,sleep,stressed
honestly i feel aggressive right now right now,anger,upset
are you there because it keeps happening,greeting,happy
at night i am stressed because of exams and i need help,academic_pressure,worried
sometimes i want to cry because it keeps happening,sadness,depressed
i feel forgotten these days,loneliness,lonely
at home i need company these days,loneliness,sad
sometimes are you there but i do not know what to do,greeting,content
at night i feel like i am not good enough but i do not know what to do,self_esteem,sad
sometimes my heart feels heavy right now,sadness,sad
in class my heart is racing please help me,anxiety,anxious
nobody talks to me,loneliness,lonely
sometimes are you there and i need help,greeting,happy
in class i have no one to share this with and i need help,loneliness,lonely
at night i feel alone even around people because it keeps happening,loneliness,lonely
sometimes i have too many responsibilities today,stress,stressed
in class i feel lazy but want to change right now,motivation,neutral
at home i miss my friend and it is affecting me,relationship,confused
at home i had a fight with someone close because it keeps happening,relationship,worried
sometimes i had a good day please help me,positive,hopeful
sometimes how can i start again and i need help,motivation,determined
work is overwhelming and i need help,stress,overwhelmed
recently i want to cry because it keeps happening,sadness,down
sometimes someone made me furious but i do not know what to do,anger,angry
i am happy today because it keeps happening,positive,hopeful
i feel frustrated with everyone because it keeps happening,anger,frustrated
at night my mind is overloaded these days,stress,tired
at night i do not feel confident right now,self_esteem,hopeless
honestly thank you i feel supported lately,gratitude,happy
i am confused about my relationship lately,relationship,confused
i am scared about the future,anxiety,nervous
in class i want to cry and i want to feel better,sadness,depressed
recently hello i want to chat and i need help,greeting,happy
honestly work is overwhelming but i do not know what to do,stress,tired
at home i feel hurt by someone i love but i do not know what to do,relationship,worried
recently i appreciate my family and i need help,gratitude,content
i want to hit something but i do not know what to do,anger,upset
recently i am afraid of failing and it is affecting me,academic_pressure,stressed
at night i cannot handle all this pressure right now,stress,frustrated
honestly i cannot sleep because it keeps happening,sleep,stressed
honestly help me stay consistent right now,motivation,tired
at home i feel alone even around people and i want to feel better,loneliness,lonely
at night exam pressure is overwhelming and i feel stuck,academic_pressure,worried
recently i cannot relax at bedtime right now,sleep,tired
at home i feel lonely and i want to feel better,loneliness,sad
sometimes i need better sleep today,sleep,anxious
at night i do not feel confident and i feel stuck,self_esteem,insecure
honestly hello i want to chat because it keeps happening,greeting,content
recently i cannot stop crying,sadness,hopeless
i am grateful for small things today because it keeps happening,gratitude,content
recently i sleep too late and i need help,sleep,tired
i cannot focus on studying and it is affecting me,academic_pressure,stressed
at night i need motivation today,motivation,neutral
i have trouble falling asleep these days,sleep,stressed
honestly i am scared i will disappoint everyone but i do not know what to do,self_esteem,hopeless
at home i cannot stop crying and i need help,sadness,upset
honestly i feel peaceful right now these days,positive,happy
my friend ignored me,relationship,upset
at night thanks that helped me,gratitude,grateful
sometimes i want to improve myself these days,motivation,hopeful
sometimes i am happy today please help me,positive,content
sometimes i cannot stop crying and i feel stuck,sadness,upset
honestly i feel like a failure and i want to feel better,self_esteem,hopeless
at night i keep imagining the worst please help me,anxiety,anxious
sometimes my sleep is disturbed please help me,sleep,stressed
at home i cannot handle all this pressure and i need help,stress,stressed
i need a small step to begin lately,motivation,tired
i need company right now,loneliness,lonely
recently hello and i need help,greeting,happy
at night my relationship is stressful please help me,relationship,worried
at home i need company but i do not know what to do,loneliness,lonely
i feel hopeless right now but i do not know what to do,sadness,down
in class i feel more confident,positive,determined
in class i have too many responsibilities and i want to feel better,stress,overwhelmed
recently someone made me furious and i want to feel better,anger,frustrated
recently i miss having someone close because it keeps happening,loneliness,sad
recently hello and it is affecting me,greeting,neutral
at home i feel worthless sometimes please help me,self_esteem,confused
at night i feel exhausted every morning and i feel stuck,sleep,stressed
i want to improve myself and it is affecting me,motivation,hopeful
recently i appreciate my family and it is affecting me,gratitude,content
honestly thank you i feel supported but i do not know what to do,gratitude,content
sometimes they do not understand me right now,relationship,upset
i am scared about the future and i feel stuck,anxiety,worried
at home i had a good day lately,positive,determined
honestly my relationship is stressful and i want to feel better,relationship,confused
at night i feel like shouting and i feel stuck,anger,angry
at night i need help planning my studies lately,academic_pressure,overwhelmed
at night i am worried something bad will happen and i need help,anxiety,overwhelmed
recently i feel burned out these days,stress,tired
sometimes i am angry at my friend right now,anger,angry
sometimes i feel forgotten and it is affecting me,loneliness,down
sometimes i appreciate your help these days,gratitude,happy
i want to cry because it keeps happening,sadness,upset
i cannot stop crying these days,sadness,depressed
sometimes i am tired of dealing with problems please help me,stress,frustrated
at home my heart is racing today,anxiety,anxious
at night i cannot relax at bedtime please help me,sleep,stressed
sometimes i cannot handle all this pressure because it keeps happening,stress,tired
at night i keep overthinking at night and it is affecting me,sleep,tired
sometimes i feel exhausted every morning and i feel stuck,sleep,tired
someone close disappointed me and i want to feel better,relationship,sad
at night i feel grateful today today,gratitude,grateful
honestly i need motivation and it is affecting me,motivation,neutral
honestly i am grateful for small things today and i want to feel better,gratitude,content
sometimes i am proud of myself please help me,positive,content
at night i am excited about tomorrow today,positive,hopeful
sometimes i feel empty inside these days,sadness,upset
honestly i am thankful for my friends because it keeps happening,gratitude,grateful
recently i appreciate your help and it is affecting me,gratitude,content
honestly i feel sad today,sadness,hopeless
recently i want to feel better and i feel stuck,motivation,determined
at home i feel like i am not good enough please help me,self_esteem,sad
recently i feel isolated lately,loneliness,down
i need better sleep but i do not know what to do,sleep,tired
sometimes i do not feel confident today,self_esteem,hopeless
sometimes i am scared i will disappoint everyone because it keeps happening,self_esteem,sad
at night i feel restless and tense and i want to feel better,anxiety,nervous
in class i feel exhausted every morning and it is affecting me,sleep,tired
honestly i need a small step to begin because it keeps happening,motivation,tired
at home i am sad and tired and i want to feel better,sadness,depressed
recently i am scared about the future today,anxiety,nervous
recently i cannot relax at bedtime but i do not know what to do,sleep,tired
sometimes i feel worthless sometimes,self_esteem,hopeless
at home my mind stays awake,sleep,tired
honestly someone made me furious,anger,frustrated
i cannot handle all this pressure please help me,stress,frustrated
honestly i do not know how to fix this relationship lately,relationship,worried
recently i wake up tired and i want to feel better,sleep,anxious
at home i keep imagining the worst right now,anxiety,nervous
honestly i am happy today,positive,determined
everything feels like too much and i feel stuck,stress,overwhelmed
honestly i am worried about my grades and it is affecting me,academic_pressure,stressed
at night work is overwhelming these days,stress,overwhelmed
sometimes i am worried about my grades please help me,academic_pressure,stressed
honestly i feel sad today and it is affecting me,sadness,upset
honestly i am afraid of failing but i do not know what to do,academic_pressure,overwhelmed
at home i need better sleep and it is affecting me,sleep,tired
recently i am angry at my friend but i do not know what to do,anger,frustrated
honestly i feel grateful today please help me,gratitude,grateful
i keep comparing myself to others right now,self_esteem,hopeless
recently thanks for being here and i need help,gratitude,grateful
thanks for being here right now,gratitude,content
recently i cannot focus on studying but i do not know what to do,academic_pressure,worried
at home i do not know how to fix this relationship because it keeps happening,relationship,worried
help me stay consistent but i do not know what to do,motivation,hopeful
recently hello right now,greeting,content
i feel peaceful right now and i want to feel better,positive,determined
honestly i wake up tired and i feel stuck,sleep,anxious
in class i finally made progress please help me,positive,hopeful
honestly my relationship is stressful please help me,relationship,upset
i need help planning my studies please help me,academic_pressure,anxious
sometimes i keep imagining the worst but i do not know what to do,anxiety,overwhelmed
recently i feel lucky to have support these days,gratitude,grateful
at night i feel aggressive right now today,anger,angry
at home i want to keep going,motivation,neutral
honestly i need a break,stress,overwhelmed
i feel alone even around people these days,loneliness,down
honestly i appreciate your help but i do not know what to do,gratitude,happy
sometimes how can i pass my exams please help me,academic_pressure,anxious
at night i want to hit something,anger,upset
recently i am excited about tomorrow right now,positive,determined
in class my mind stays awake please help me,sleep,anxious
can we talk but i do not know what to do,greeting,content
good evening right now,greeting,content
sometimes i cannot relax at bedtime and i want to feel better,sleep,tired
recently i am confused about my relationship today,relationship,confused
my sleep is disturbed because it keeps happening,sleep,tired
at night help me stay consistent and i feel stuck,motivation,determined
honestly i procrastinated and exams are near,academic_pressure,worried
hi and it is affecting me,greeting,content
at night i feel useless because it keeps happening,self_esteem,confused
at night i cannot believe in myself because it keeps happening,self_esteem,insecure
at home i feel like shouting and i want to feel better,anger,upset
at home i feel grateful today and it is affecting me,gratitude,grateful
in class i need a small step to begin these days,motivation,hopeful
sometimes i feel lazy but want to change,motivation,tired
sometimes i feel like shouting and i feel stuck,anger,angry
recently i keep overthinking at night and it is affecting me,sleep,tired
i am angry upon you and i want to feel better,anger,frustrated
at night i am scared about the future because it keeps happening,anxiety,nervous
sometimes i am worried something bad will happen and it is affecting me,anxiety,nervous
honestly i do not feel confident and i want to feel better,self_esteem,confused
sometimes i feel left out and it is affecting me,loneliness,sad
i feel sad today because it keeps happening,sadness,down
at night i feel exhausted every morning these days,sleep,stressed
at night i am grateful for small things today and i feel stuck,gratitude,happy
at home i had a fight with someone close please help me,relationship,confused
honestly i feel burned out but i do not know what to do,stress,stressed
at home i am worried about my grades because it keeps happening,academic_pressure,overwhelmed
honestly i feel lucky to have support because it keeps happening,gratitude,content
everything feels like too much because it keeps happening,stress,overwhelmed
i need better sleep these days,sleep,stressed
i cannot stop crying and it is affecting me,sadness,upset
sometimes i have trouble falling asleep please help me,sleep,anxious
at home i am angry upon you today,anger,angry
recently i keep imagining the worst but i do not know what to do,anxiety,worried
at home i need motivation right now,motivation,neutral
in class i have too many responsibilities right now,stress,frustrated
recently i am confused about my relationship because it keeps happening,relationship,confused
at home i feel grateful today lately,gratitude,happy
in class i feel grateful today and i feel stuck,gratitude,happy
at home nothing feels good today but i do not know what to do,sadness,upset
in class i feel sad today and i need help,sadness,sad
honestly my mind is overloaded and i need help,stress,tired
sometimes work is overwhelming and i feel stuck,stress,frustrated
at home i feel frustrated with everyone and i feel stuck,anger,angry
sometimes i feel alone even around people because it keeps happening,loneliness,down
sometimes my sleep is disturbed please help me,sleep,tired
honestly i finally made progress right now,positive,hopeful
at home i feel panic building up and i need help,anxiety,anxious
recently i appreciate your help right now,gratitude,content
sometimes they do not understand me and it is affecting me,relationship,worried
sometimes nothing feels good today and i need help,sadness,down
honestly i feel aggressive right now today,anger,frustrated
i hate how i look right now,self_esteem,confused
honestly i feel burned out right now,stress,tired
honestly i feel panic building up today,anxiety,anxious
sometimes how can i pass my exams but i do not know what to do,academic_pressure,anxious
honestly someone made me furious because it keeps happening,anger,frustrated
at home everything feels like too much and i feel stuck,stress,overwhelmed
honestly my mind is overloaded and i want to feel better,stress,frustrated
in class hey there these days,greeting,neutral
recently i feel restless and tense but i do not know what to do,anxiety,nervous
at night thank you for listening,gratitude,grateful
honestly i feel useless right now,self_esteem,confused
honestly i am scared about the future because it keeps happening,anxiety,worried
in class i have too much study pressure and it is affecting me,academic_pressure,worried
at night i feel lucky to have support and it is affecting me,gratitude,grateful
my heart is racing please help me,anxiety,overwhelmed
nobody talks to me lately,loneliness,sad
in class i am happy today and i need help,positive,determined
at home i have too many responsibilities and it is affecting me,stress,stressed
sometimes someone close disappointed me please help me,relationship,sad
my heart feels heavy and i want to feel better,sadness,down
sometimes i am thankful for my friends right now,gratitude,happy
sometimes i feel down for no reason lately,sadness,hopeless
honestly good evening but i do not know what to do,greeting,happy
recently i feel grateful today and i need help,gratitude,grateful
honestly how can i pass my exams but i do not know what to do,academic_pressure,overwhelmed
sometimes hello i want to chat and it is affecting me,greeting,happy
at night i feel restless and tense and it is affecting me,anxiety,worried
in class i cannot sleep and i want to feel better,sleep,anxious
honestly i feel frustrated with everyone please help me,anger,angry
exam pressure is overwhelming and it is affecting me,academic_pressure,stressed
at night i doubt myself but i do not know what to do,self_esteem,insecure
they do not understand me today,relationship,upset
recently i feel hopeless right now today,sadness,down
sometimes i feel restless and tense please help me,anxiety,overwhelmed
at home i feel better now today,positive,happy
at home i am angry upon you and i need help,anger,frustrated
sometimes i sleep too late and it is affecting me,sleep,stressed
in class i have too much study pressure and i want to feel better,academic_pressure,anxious
i am excited about tomorrow because it keeps happening,positive,content
at night i miss having someone close,loneliness,lonely
at home i had a good day today,positive,determined
good evening,greeting,content
at home i feel worthless sometimes but i do not know what to do,self_esteem,confused
at night i had a good day right now,positive,determined
sometimes i feel like shouting please help me,anger,upset
honestly my mind stays awake lately,sleep,tired
recently i doubt myself and i feel stuck,self_esteem,insecure
at night i feel lonely these days,loneliness,down
in class i appreciate your help and i want to feel better,gratitude,grateful
honestly i feel alone even around people and i want to feel better,loneliness,down
recently hello i want to chat today,greeting,neutral
thanks that helped me because it keeps happening,gratitude,happy
recently i feel nervous today today,anxiety,overwhelmed
at home i am thankful for my friends right now,gratitude,grateful
sometimes work is overwhelming,stress,stressed
at night i feel like i am not good enough right now,self_esteem,confused
recently thanks that helped me because it keeps happening,gratitude,grateful
at home how can i start again and i feel stuck,motivation,determined
in class i had a fight with someone close right now,relationship,confused
hello i want to chat and i need help,greeting,neutral
in class i am tired of dealing with problems these days,stress,frustrated
recently my sleep is disturbed these days,sleep,anxious
at night my mind stays awake please help me,sleep,anxious
honestly i feel lazy but want to change and i feel stuck,motivation,determined
sometimes i feel exhausted every morning and i need help,sleep,tired
at night good evening because it keeps happening,greeting,happy
i cannot relax at bedtime and i need help,sleep,anxious
at home my assignments are too much lately,academic_pressure,overwhelmed
sometimes i doubt myself and it is affecting me,self_esteem,hopeless
recently my mind stays awake today,sleep,anxious
at home thank you for listening today,gratitude,content
at night i feel rejected and i feel stuck,relationship,confused
in class i feel lonely and i need help,loneliness,sad
honestly i am confused about my relationship and i feel stuck,relationship,worried
sometimes i feel burned out and i feel stuck,stress,tired
sometimes i cannot stop overthinking today,anxiety,nervous
honestly i want to keep going these days,motivation,neutral
at night i feel calm today these days,positive,determined
recently i feel better now and i want to feel better,positive,happy
honestly hello because it keeps happening,greeting,happy
i want to keep going please help me,motivation,hopeful
thank you i feel supported because it keeps happening,gratitude,happy
at night i need someone to talk to today,greeting,content
at home i need a small step to begin and i feel stuck,motivation,hopeful
sometimes i appreciate my family and i need help,gratitude,happy
honestly my sleep is disturbed and i feel stuck,sleep,tired
honestly i cannot relax at bedtime today,sleep,anxious
in class i feel left out but i do not know what to do,loneliness,sad
i cannot handle all this pressure because it keeps happening,stress,stressed
i am scared i will disappoint everyone these days,self_esteem,confused
i hate how i look today,self_esteem,insecure
honestly my mind stays awake right now,sleep,anxious
recently i need encouragement today,motivation,tired
in class i feel calm today,positive,determined
i feel worthless sometimes but i do not know what to do,self_esteem,insecure
recently i feel worthless sometimes right now,self_esteem,hopeless
at night i feel depressed today and i feel stuck,sadness,upset
at night i feel rejected,relationship,confused
someone made me furious but i do not know what to do,anger,angry
sometimes i need encouragement but i do not know what to do,motivation,tired
at night i feel alone even around people today,loneliness,down
i am angry at my friend and it is affecting me,anger,angry
in class i am confused about my relationship and i want to feel better,relationship,confused
honestly my relationship is stressful but i do not know what to do,relationship,confused
at home i feel peaceful right now please help me,positive,hopeful
sometimes i am excited about tomorrow because it keeps happening,positive,happy
in class i need a break and it is affecting me,stress,overwhelmed
at home i cannot control my anger,anger,frustrated
work is overwhelming today,stress,tired
at home thank you for listening,gratitude,happy
recently i feel burned out and i need help,stress,tired
at night i feel rejected right now,relationship,upset
in class i feel hopeful please help me,positive,determined
at night thanks that helped me right now,gratitude,happy
can we talk and i want to feel better,greeting,happy
at night i am worried about my grades these days,academic_pressure,anxious
recently work is overwhelming and i want to feel better,stress,frustrated
in class i need a break and i feel stuck,stress,stressed
everything feels like too much and i want to feel better,stress,overwhelmed
sometimes i need a small step to begin,motivation,tired
sometimes someone close disappointed me because it keeps happening,relationship,confused
recently i feel sad today and i need help,sadness,down
in class i do not know how to fix this relationship these days,relationship,upset
honestly i had a fight with someone close and i want to feel better,relationship,upset
at night i am afraid of failing and i feel stuck,academic_pressure,stressed
at night i am scared i will disappoint everyone today,self_esteem,insecure
in class i need a small step to begin today,motivation,determined
at night i finally made progress please help me,positive,determined
at night i want to cry these days,sadness,hopeless
i feel like shouting and i want to feel better,anger,angry
at home i feel aggressive right now lately,anger,angry
honestly i feel lonely,loneliness,down
recently i finally made progress today,positive,content
at night thank you i feel supported and i feel stuck,gratitude,content
i need company right now,loneliness,down
